taxon_id,scientific_name,vernacular_name_ja,taxon_group_ja,redlist_kanagawa,redlist_national,ias_category,gbif_match_type,source_id,reason
neritina sp. a,Neritina sp. A,クロズミアカグチカノコ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
neritina sp. b,Neritina sp. B,ウスベニツバサカノコ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
neritina turrita,Neritina turrita,シマカノコ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
neritodryas cornea,Neritodryas cornea,オカイシマキ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nervilia aragoana,Nervilia aragoana,ヤエヤマヒトツボクロ,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nervilia nipponica,Nervilia nipponica,ムカゴサイシン,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nesiohelix irrediviva,Nesiohelix irrediviva,エラブマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nesiohelix omphalina bipyramidalis,Nesiohelix omphalina bipyramidalis,オオアガリマイマイ,貝類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nesiohelix omphalina omphalina,Nesiohelix omphalina omphalina,ヘソアキアツマイマイ,貝類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nesiohelix solida,Nesiohelix solida,アツマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nesticus uenoi,Nesticus uenoi,フジホラヒメグモ,その他無脊椎動物,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nicrophorus japonicus,Nicrophorus japonicus,ヤマトモンシデムシ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
"niephargynnis anadyomene (c.felder & r.felder, 1862)","Niephargynnis anadyomene  (C.Felder & R.Felder, 1862)",クモガタヒョウモン,昆虫類・クモ類,絶滅危惧ⅠＢ類（EN）,,,NONE,kanagawa_redlist,GBIFへ照会したが一致しなかった（gbif_match_type=NONE）
nihon proliferum,Nihon proliferum,ハイルリソウ,維管束植物,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nikaea matsumurai,Nikaea matsumurai,トラガモドキ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
niphanda fusca,Niphanda fusca,クロシジミ,昆虫類,,絶滅危惧IB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponarion carinatus,Nipponarion carinatus,オオコウラナメクジ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponeubria yoshitomii,Nipponeubria yoshitomii,ヒゲナガヒラタドロムシ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponia nippon,Nipponia nippon,トキ,鳥類,,絶滅危惧IB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochlamys hakusana,Nipponochlamys hakusana,ハクサンベッコウ,貝類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochlamys hokkaidonis,Nipponochlamys hokkaidonis,エゾヒメベッコウ,貝類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochlamys izushichitojimana,Nipponochlamys izushichitojimana,シチトウベッコウ,貝類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochlamys kumensis,Nipponochlamys kumensis,クメジマベッコウ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochlamys lineolata,Nipponochlamys lineolata,マキスジベッコウ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochlamys semisericata,Nipponochlamys semisericata,キヌツヤベッコウ,貝類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochlamys sp.,Nipponochlamys sp.,ヨナグニベッコウ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochlamys subelimata,Nipponochlamys subelimata,トクノシマベッコウ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochlamys takahashii,Nipponochlamys takahashii,タカハシベッコウ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis borealis,Nipponochloritis borealis,キタノビロウドマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis bracteata bracteata,Nipponochloritis bracteata bracteata,ウロコビロウドマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis bracteata tsukubaensis,Nipponochloritis bracteata tsukubaensis,ツクバビロウドマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis echizenensis,Nipponochloritis echizenensis,エチゼンビロウドマイマイ,貝類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis fragilis,Nipponochloritis fragilis,ケハダビロウドマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis fragosa,Nipponochloritis fragosa,オオウスビロウドマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis hirasei,Nipponochloritis hirasei,ヒラマキビロウドマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis kawanai,Nipponochloritis kawanai,カワナビロウドマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis obscura,Nipponochloritis obscura,トクノシマビロウドマイマイ,貝類,,絶滅危惧IB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis occidentalis,Nipponochloritis occidentalis,サイコクビロウドマイマイ,貝類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis okiensis,Nipponochloritis okiensis,オキビロウドマイマイ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis oscitans,Nipponochloritis oscitans,ビロウドマイマイ,貝類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis osumiensis,Nipponochloritis osumiensis,オオスミビロウドマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis perpunctata,Nipponochloritis perpunctata,ヒメビロウドマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis pumila,Nipponochloritis pumila,キヌビロウドマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis silvatica,Nipponochloritis silvatica,カワリダネビロウドマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis takedai,Nipponochloritis takedai,ミニビロウドマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponochloritis tosana,Nipponochloritis tosana,トサビロウドマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponomysella subtruncata,Nipponomysella subtruncata,スジホシムシモドキヤドリガイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponomysella tanabensis,Nipponomysella tanabensis,タナベヤドリガイ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponorhynchus bimaculatus,Nipponorhynchus bimaculatus,ヒダクチナガハバチ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponorhynchus mirabilis,Nipponorhynchus mirabilis,クチナガハバチ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nipponosemia terminalis,Nipponosemia terminalis,宮古島のツマグロゼミ,昆虫類,,絶滅のおそれのある地域個体群（LP）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella allenii f. mikawaensis,Nitella allenii f. mikawaensis,ミカワフラスコモ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella axillaris,Nitella axillaris,ジュズフラスコモ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella axilliformis,Nitella axilliformis,ミルフラスコモ,藻類,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella batrachosperma,Nitella batrachosperma,カワモズクフラスコモ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella erecta,Nitella erecta,ハナビフラスコモ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella flexilis var. flexilis,Nitella flexilis var. flexilis,ヒメフラスコモ,藻類,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella flexilis var. longifolia,Nitella flexilis var. longifolia,オウフラスコモ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella gracilens,Nitella gracilens,キヌフラスコモ,藻類,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella gracilis,Nitella gracilis,キヌイトフラスコモ,藻類,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella hyalina,Nitella hyalina,オトメフラスコモ,藻類,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella megacarpa,Nitella megacarpa,アメリカフラスコモ,藻類,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella megaspora,Nitella megaspora,セイロンフラスコモ,藻類,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella microcarpa var. glaziovii,Nitella microcarpa var. glaziovii,オニチリフラスコモ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella microcarpa var. microcarpa,Nitella microcarpa var. microcarpa,チリフラスコモ,藻類,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella mirabilis var. inokasiraensis,Nitella mirabilis var. inokasiraensis,イノカシラフラスコモ,藻類,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella mirabilis var. mirabilis,Nitella mirabilis var. mirabilis,ミノリノフラスコモ,藻類,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella moriokae,Nitella moriokae,モリオカフラスコモ,藻類,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella mucronata,Nitella mucronata,サキボソフラスコモ,藻類,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella multipartita,Nitella multipartita,ケフラスコモ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella oligospira,Nitella oligospira,ミゾフラスコモ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella opaca,Nitella opaca,カラスフラスコモ,藻類,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella orientalis,Nitella orientalis,ナガフラスコモ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella pseudoflabellata f. macrophylla,Nitella pseudoflabellata f. macrophylla,オオバホンフサフラスコモ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella pseudoflabellata var. pseudoflabellata,Nitella pseudoflabellata var. pseudoflabellata,ホンフサフラスコモ,藻類,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella pulchella,Nitella pulchella,ハデフラスコモ,藻類,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella rigida f. saitoiana,Nitella rigida f. saitoiana,サイトウフラスコモ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella rigida f. tanakiana,Nitella rigida f. tanakiana,タナカフラスコモ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella shinii,Nitella shinii,シンフラスコモ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella spiciformis,Nitella spiciformis,ナガホノフラスコモ,藻類,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella stuartii,Nitella stuartii,グンマフラスコモ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitella tenuissima var. tenuissima,Nitella tenuissima var. tenuissima,イトフラスコモ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitellopsis obtusa,Nitellopsis obtusa,ホシツリモ,藻類,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitidotellina hokkaidoensis,Nitidotellina hokkaidoensis,サクラガイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nitidotellina minuta,Nitidotellina minuta,ウズザクラ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
niwaella delicata,Niwaella delicata,アジメドジョウ,汽水・淡水魚類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nobuea kurodai,Nobuea kurodai,ニッポンノブエガイ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nobuosciades lanata,Nobuosciades lanata,ケズネケシカミキリ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
noccaea cochleariformis,Noccaea cochleariformis,タカネグンバイ,維管束植物,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nocticola uenoi kikaiensis,Nocticola uenoi kikaiensis,キカイホラアナゴキブリ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nocticola uenoi miyakoensis,Nocticola uenoi miyakoensis,ミヤコホラアナゴキブリ,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nola umetsui,Nola umetsui,チョウカイシロコブガ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nonagria puengeleri,Nonagria puengeleri,オオチャバネヨトウ,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nortia kusuii,Nortia kusuii,オガサワラムネスジウスバカミキリ,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nothapodytes amamianus,Nothapodytes amamianus,ワダツミノキ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nothapodytes nimmonianus,Nothapodytes nimmonianus,クサミズキ,維管束植物,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
notocochlis robillardi,Notocochlis robillardi,テンセイタマガイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
notomicrus tenellus,Notomicrus tenellus,ホソコツブゲンゴロウ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
notonecta montandoni,Notonecta montandoni,オキナワマツモムシ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
notonyx kumi,Notonyx kumi,リュウキュウカクエンコウガニ,甲殻類（海洋生物）,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
notorynchus cepedianus,Notorynchus cepedianus,エビスザメ,魚類（海洋生物）,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
novorostrumdecorocrus,Novorostrumdecorocrus,イボテカニダマシ,甲殻類（海洋生物）,,絶滅危惧IB 類（EN）,,NONE,moe_redlist,GBIFへ照会したが一致しなかった（gbif_match_type=NONE）
nowellia aciliata,Nowellia aciliata,フクレヤバネゴケ,蘚苔類,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nozeba ziczac,Nozeba ziczac,サザナミツボ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
numenius madagascariensis,Numenius madagascariensis,ホウロクシギ,鳥類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nuphar oguraensis var. oguraensis,Nuphar oguraensis var. oguraensis,オグラコウホネ,維管束植物,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nuphar pumila var. ozeensis,Nuphar pumila var. ozeensis,オゼコウホネ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nuphar pumila var. pumila,Nuphar pumila var. pumila,ネムロコウホネ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nuphar subintegerrima,Nuphar subintegerrima,ヒメコウホネ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nuphar submersa,Nuphar submersa,シモツケコウホネ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nyctalus aviator,Nyctalus aviator,ヤマコウモリ,哺乳類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nymphaea cv.,Nymphaea cv.,園芸スイレン,植物,,,重点対策外来種,,moe_ias_list,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nymphaea tetragona var. erythrostigmatica,Nymphaea tetragona var. erythrostigmatica,エゾベニヒツジグサ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nymphoides coreana,Nymphoides coreana,ヒメシロアサザ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nymphoides indica,Nymphoides indica,ガガブタ,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nymphoides peltata,Nymphoides peltata,アサザ,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nymphomyia alba,Nymphomyia alba,カスミハネカ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nymphomyia rohdendorfi,Nymphomyia rohdendorfi,キョクトウハネカ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
nypa fruticans,Nypa fruticans,ニッパヤシ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oberonia anthropophora var. arisanensis,Oberonia anthropophora var. arisanensis,クスクスヨウラクラン,維管束植物,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oberonia makinoi,Oberonia makinoi,オオバヨウラクラン,維管束植物,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
obovalis omiensis,Obovalis omiensis,カタハガイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
obrium cantharinum shimomurai,Obrium cantharinum shimomurai,アカオニアメイロカミキリ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
obtusifolium obtusum,Obtusifolium obtusum,マルバイチョウゴケ,蘚苔類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oceanodroma matsudairae,Oceanodroma matsudairae,クロウミツバメ,鳥類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
oceanodroma monorhis,Oceanodroma monorhis,ヒメクロウミツバメ,鳥類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ochlodes subhyalinus asahinai,Ochlodes subhyalinus asahinai,アサヒナキマダラセセリ,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ochotona hyperborea yesoensis,Ochotona hyperborea yesoensis,エゾナキウサギ,哺乳類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ochrosia hexandra,Ochrosia hexandra,ホソバヤロード,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ochrosia iwasakiana,Ochrosia iwasakiana,シマソケイ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ochthebius amami,Ochthebius amami,アマミセスジダルマガムシ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ochthebius danjo,Ochthebius danjo,シオダマリセスジダルマガムシ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
